Registered Voters,Ballots Cast,Turnout,
34,1244,839,67.44%
35,934,709,75.91%
36,443,295,66.59%
37,1005,759,75.52%
38,428,293,68.46%
39,559,436,78.00%
40,950,676,71.16%
41,657,462,70.32%
42,774,643,83.07%
43,871,683,78.42%
44,562,412,73.31%
45,611,402,65.79%
46,1014,727,71.70%
Total,"30,735","22,930",74.61%
,,,
Ward 29,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,741,584,78.81%
2,714,621,86.97%
3,725,559,77.10%
4,710,510,71.83%
5,757,589,77.81%
6,764,541,70.81%
7,732,585,79.92%
8,793,619,78.06%
9,702,567,80.77%
10,744,606,81.45%
11,742,631,85.04%
12,766,629,82.11%
13,816,648,79.41%
14,766,677,88.38%
15,736,606,82.34%
16,724,556,76.80%
17,764,600,78.53%
18,855,699,81.75%
19,840,651,77.50%
20,754,596,79.05%
21,749,582,77.70%
22,1041,737,70.80%
23,688,515,74.85%
24,738,585,79.27%
25,757,631,83.36%
26,721,617,85.58%
27,663,504,76.02%
28,754,581,77.06%
29,724,458,63.26%
30,712,552,77.53%
31,764,470,61.52%
32,751,465,61.92%
33,721,607,84.19%
34,661,432,65.36%
35,780,678,86.92%
36,717,592,82.57%
37,761,662,86.99%
38,726,480,66.12%
39,730,450,61.64%
40,777,671,86.36%
41,691,563,81.48%
42,634,494,77.92%
43,731,591,80.85%
44,767,589,76.79%
Total,"32,903","25,580",77.74%
,,,
Ward 30,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,737,489,66.35%
2,721,434,60.19%
3,490,314,64.08%
4,703,447,63.58%
5,651,388,59.60%
6,558,356,63.80%
7,718,464,64.62%
8,763,441,57.80%
9,675,381,56.44%
10,708,420,59.32%
11,641,378,58.97%
12,693,410,59.16%
13,435,275,63.22%
14,688,395,57.41%
15,530,393,74.15%
16,379,217,57.26%
17,689,429,62.26%
18,723,376,52.01%
19,747,389,52.07%
20,665,429,64.51%
21,749,472,63.02%
22,752,477,63.43%
23,690,395,57.25%
24,766,449,58.62%
25,778,459,59.00%
26,503,303,60.24%
27,437,275,62.93%
28,651,451,69.28%
29,482,296,61.41%
30,341,196,57.48%
31,418,281,67.22%
32,482,323,67.01%
Total,"19,963","12,202",61.12%
,,,
Ward 31,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,555,293,52.79%
2,455,268,58.90%
3,488,323,66.19%
4,551,369,66.97%
5,467,284,60.81%
6,425,271,63.76%
7,501,334,66.67%
8,436,224,51.38%
9,561,317,56.51%
10,488,281,57.58%
11,432,269,62.27%
12,462,274,59.31%
13,548,310,56.57%
14,447,291,65.10%
15,445,280,62.92%
16,531,339,63.84%
17,531,310,58.38%
18,521,307,58.93%
19,431,250,58.00%
20,426,260,61.03%
21,475,281,59.16%
22,493,288,58.42%
23,490,282,57.55%
24,498,319,64.06%
25,480,264,55.00%
26,500,314,62.80%
27,565,336,59.47%
28,480,266,55.42%
29,536,334,62.31%
30,415,214,51.57%
31,447,278,62.19%
32,430,255,59.30%
33,447,258,57.72%
34,459,273,59.48%
35,543,344,63.35%
36,484,292,60.33%
37,451,258,57.21%
38,488,323,66.19%
39,529,292,55.20%
40,547,313,57.22%
41,529,272,51.42%
Total,"19,987","11,910",59.59%
,,,
Ward 32,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,852,624,73.24%
2,702,610,86.89%
3,710,573,80.70%
4,675,557,82.52%
5,697,584,83.79%
6,690,552,80.00%
7,774,648,83.72%
8,775,662,85.42%
9,723,546,75.52%
10,745,619,83.09%
11,637,537,84.30%
12,600,449,74.83%
13,741,593,80.03%
14,666,524,78.68%
15,725,584,80.55%
16,645,537,83.26%
17,715,539,75.38%
18,727,578,79.50%
19,682,545,79.91%
20,665,559,84.06%
21,729,607,83.26%
22,846,667,78.84%
23,736,582,79.08%
24,597,476,79.73%
25,733,561,76.53%
26,737,556,75.44%
27,722,582,80.61%
28,744,567,76.21%
29,678,572,84.37%
30,689,589,85.49%
31,684,551,80.56%
32,700,593,84.71%
33,721,613,85.02%
34,702,582,82.91%
35,712,584,82.02%
36,687,596,86.75%
37,701,543,77.46%
38,716,545,76.12%
39,778,660,84.83%
40,716,614,85.75%
41,743,598,80.48%
42,690,555,80.43%
43,626,490,78.27%
Total,"30,533","24,703",80.91%
,,,
Ward 33,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,768,575,74.87%
2,844,619,73.34%
3,839,639,76.16%
4,803,567,70.61%
5,727,485,66.71%
6,709,513,72.36%
7,795,559,70.31%
8,855,718,83.98%
9,779,590,75.74%
10,746,559,74.93%
11,775,566,73.03%
12,783,576,73.56%
13,669,503,75.19%
14,445,271,60.90%
15,800,574,71.75%
16,1033,738,71.44%
17,820,584,71.22%
18,880,661,75.11%
19,810,562,69.38%
20,812,607,74.75%
21,830,580,69.88%
22,733,548,74.76%
23,757,608,80.32%
24,879,749,85.21%
25,924,655,70.89%
26,583,450,77.19%
27,761,540,70.96%
28,681,458,67.25%
Total,"21,840","16,054",73.51%
,,,
Ward 34,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,738,611,82.79%
2,704,411,58.38%
3,773,583,75.42%
4,746,532,71.31%
5,704,538,76.42%
6,805,635,78.88%
7,718,586,81.62%
8,702,500,71.23%
9,788,604,76.65%
10,703,549,78.09%
11,784,584,74.49%
12,770,627,81.43%
13,719,583,81.08%
14,716,551,76.96%
15,759,535,70.49%
16,771,558,72.37%
17,818,699,85.45%
18,800,600,75.00%
19,861,649,75.38%
20,750,602,80.27%
21,753,596,79.15%
22,680,538,79.12%
23,692,495,71.53%
24,749,584,77.97%
25,742,576,77.63%
26,813,596,73.31%
27,745,594,79.73%
28,754,497,65.92%
29,643,476,74.03%
30,602,477,79.24%
31,809,597,73.79%
32,734,530,72.21%
33,742,571,76.95%
34,747,590,78.98%
35,820,636,77.56%
36,639,481,75.27%
37,634,421,66.40%
38,651,408,62.67%
39,769,496,64.50%
40,755,620,82.12%
41,612,435,71.08%
42,609,472,77.50%
43,608,454,74.67%
44,727,535,73.59%
45,735,569,77.41%
46,466,363,77.90%
47,758,561,74.01%
48,712,566,79.49%
49,883,696,78.82%
50,731,574,78.52%
51,660,519,78.64%
52,493,384,77.89%
53,675,476,70.52%
Total,"38,271","28,920",75.57%
,,,
Ward 35,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,661,423,63.99%
2,652,488,74.85%
3,673,424,63.00%
4,659,460,69.80%
5,651,450,69.12%
6,624,367,58.81%
7,679,449,66.13%
8,667,473,70.91%
9,680,454,66.76%
10,731,603,82.49%
11,699,420,60.09%
12,628,302,48.09%
13,644,326,50.62%
14,665,344,51.73%
15,728,477,65.52%
16,645,321,49.77%
17,669,472,70.55%
18,638,361,56.58%
19,653,343,52.53%
20,662,477,72.05%
21,696,391,56.18%
22,725,511,70.48%
23,681,484,71.07%
24,627,385,61.40%
25,694,555,79.97%
26,665,409,61.50%
27,623,418,67.09%
28,703,471,67.00%
29,717,412,57.46%
30,697,457,65.57%
31,704,503,71.45%
Total,"20,840","13,430",64.44%
,,,
Ward 36,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,662,433,65.41%
2,614,381,62.05%
3,539,391,72.54%
4,716,429,59.92%
5,688,452,65.70%
6,633,393,62.09%
7,689,493,71.55%
8,593,329,55.48%
9,677,386,57.02%
10,732,473,64.62%
11,596,264,44.30%
12,609,281,46.14%
13,563,403,71.58%
14,702,440,62.68%
15,701,447,63.77%
16,689,416,60.38%
17,717,472,65.83%
18,673,429,63.74%
19,677,429,63.37%
20,692,419,60.55%
21,639,357,55.87%
22,631,346,54.83%
23,628,352,56.05%
24,688,442,64.24%
25,666,345,51.80%
26,659,429,65.10%
27,616,395,64.12%
28,624,354,56.73%
29,758,514,67.81%
30,701,452,64.48%
Total,"19,772","12,146",61.43%
,,,
Ward 37,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,713,562,78.82%
2,624,439,70.35%
3,678,496,73.16%
4,680,492,72.35%
5,752,613,81.52%
6,802,588,73.32%
7,660,410,62.12%
8,689,468,67.92%
9,814,612,75.18%
10,756,549,72.62%
11,668,470,70.36%
12,689,451,65.46%
13,646,462,71.52%
14,754,560,74.27%
15,780,624,80.00%
16,784,558,71.17%
17,700,527,75.29%
18,764,547,71.60%
19,702,486,69.23%
20,701,541,77.18%
21,661,460,69.59%
22,772,505,65.41%
23,744,562,75.54%
24,745,568,76.24%
25,769,555,72.17%
26,756,630,83.33%
27,754,571,75.73%
28,642,444,69.16%
29,765,576,75.29%
30,764,606,79.32%
31,795,588,73.96%
32,737,554,75.17%
33,760,554,72.89%
34,758,546,72.03%
35,747,519,69.48%
36,782,589,75.32%
37,735,555,75.51%
38,734,539,73.43%
39,792,591,74.62%
40,734,597,81.34%
41,751,545,72.57%
Total,"30,053","22,109",73.57%
,,,
Ward 38,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,619,422,68.17%
2,694,512,73.78%
3,715,455,63.64%
4,646,424,65.63%
5,733,485,66.17%
6,730,473,64.79%
7,752,512,68.09%
8,687,449,65.36%
9,760,522,68.68%
10,621,416,66.99%
11,618,430,69.58%
12,723,476,65.84%
13,757,511,67.50%
14,740,500,67.57%
15,635,439,69.13%
16,669,476,71.15%
17,796,562,70.60%
18,717,510,71.13%
19,786,527,67.05%
20,753,491,65.21%
21,676,404,59.76%
22,654,450,68.81%
23,702,473,67.38%
24,729,514,70.51%
25,604,405,67.05%
26,758,482,63.59%
27,722,487,67.45%
28,778,588,75.58%
29,705,457,64.82%
30,765,485,63.40%
31,644,474,73.60%
32,680,479,70.44%
33,665,415,62.41%
34,661,418,63.24%
35,692,482,69.65%
36,678,411,60.62%
37,679,457,67.30%
38,649,425,65.49%
39,734,504,68.66%
40,658,436,66.26%
41,606,459,75.74%
Total,"28,590","19,297",67.50%
,,,
Ward 39,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,642,494,76.95%
2,648,503,77.62%
3,437,368,84.21%
4,613,468,76.35%
5,695,509,73.24%
6,703,462,65.72%
7,592,427,72.13%
8,676,436,64.50%
9,699,467,66.81%
10,283,208,73.50%
11,645,448,69.46%
12,690,538,77.97%
13,688,435,63.23%
14,630,457,72.54%
15,918,715,77.89%
16,645,407,63.10%
17,716,587,81.98%
18,698,475,68.05%
19,673,490,72.81%
20,593,483,81.45%
21,638,435,68.18%
22,607,388,63.92%
23,694,510,73.49%
24,663,490,73.91%
25,632,385,60.92%
26,594,401,67.51%
27,105,82,78.10%
28,709,543,76.59%
29,419,263,62.77%
30,729,520,71.33%
31,656,423,64.48%
32,651,456,70.05%
33,890,661,74.27%
34,720,525,72.92%
35,658,461,70.06%
36,755,483,63.97%
37,597,496,83.08%
38,311,265,85.21%
39,657,521,79.30%
40,712,523,73.46%
41,811,595,73.37%
42,523,413,78.97%
43,260,173,66.54%
44,884,594,67.19%
45,397,307,77.33%
Total,"28,156","20,290",72.06%
,,,
Ward 40,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,696,429,61.64%
2,694,459,66.14%
3,759,604,79.58%
4,468,299,63.89%
5,711,539,75.81%
6,686,526,76.68%
7,549,430,78.32%
8,784,647,82.53%
9,687,454,66.08%
10,780,536,68.72%
11,745,633,84.97%
12,495,384,77.58%
13,791,709,89.63%
14,718,476,66.30%
15,701,450,64.19%
16,755,657,87.02%
17,630,427,67.78%
18,712,481,67.56%
19,864,604,69.91%
20,777,534,68.73%
21,733,586,79.95%
22,642,504,78.50%
23,780,591,75.77%
24,700,422,60.29%
25,707,590,83.45%
26,671,549,81.82%
27,883,677,76.67%
28,691,543,78.58%
29,673,486,72.21%
30,626,490,78.27%
31,698,566,81.09%
32,737,599,81.28%
33,599,529,88.31%
34,658,437,66.41%
35,736,443,60.19%
36,588,475,80.78%
37,736,542,73.64%
38,720,616,85.56%
39,273,145,53.11%
Total,"26,853","20,068",74.73%
,,,
Ward 41,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,642,499,77.73%
2,689,526,76.34%
3,673,455,67.61%
4,677,538,79.47%
5,650,493,75.85%
6,736,597,81.11%
7,716,545,76.12%
8,681,538,79.00%
9,738,544,73.71%
10,695,570,82.01%
11,730,540,73.97%
12,747,484,64.79%
13,641,488,76.13%
14,720,598,83.06%
15,697,537,77.04%
16,791,561,70.92%
17,736,559,75.95%
18,644,496,77.02%
19,736,619,84.10%
20,651,445,68.36%
21,708,519,73.31%
22,739,550,74.42%
23,780,506,64.87%
24,735,492,66.94%
25,712,416,58.43%
26,663,511,77.07%
27,686,437,63.70%
28,855,629,73.57%
29,939,626,66.67%
30,707,528,74.68%
31,716,555,77.51%
32,789,573,72.62%
33,684,499,72.95%
34,630,478,75.87%
35,732,561,76.64%
36,660,516,78.18%
37,762,570,74.80%
38,697,493,70.73%
39,698,536,76.79%
40,729,603,82.72%
41,709,521,73.48%
42,703,546,77.67%
43,679,494,72.75%
44,715,553,77.34%
45,648,467,72.07%
46,689,549,79.68%
47,728,538,73.90%
Total,"33,482","24,898",74.36%
,,,
Ward 42,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,693,617,89.03%
2,844,775,91.82%
3,735,608,82.72%
4,972,789,81.17%
5,621,526,84.70%
6,673,602,89.45%
7,872,722,82.80%
8,659,574,87.10%
9,783,639,81.61%
10,623,530,85.07%
11,553,472,85.35%
12,656,560,85.37%
13,625,528,84.48%
14,778,657,84.45%
15,666,573,86.04%
16,691,606,87.70%
17,596,542,90.94%
18,754,627,83.16%
19,786,699,88.93%
20,740,659,89.05%
21,526,446,84.79%
22,371,342,92.18%
23,704,628,89.20%
24,700,646,92.29%
25,755,646,85.56%
26,712,652,91.57%
27,521,499,95.78%
28,733,682,93.04%
29,747,621,83.13%
30,568,504,88.73%
31,696,610,87.64%
32,649,514,79.20%
33,666,562,84.38%
34,716,618,86.31%
35,894,787,88.03%
36,952,803,84.35%
37,580,472,81.38%
38,684,587,85.82%
39,750,616,82.13%
40,707,627,88.68%
41,766,636,83.03%
42,751,653,86.95%
Total,"29,468","25,456",86.39%
,,,
Ward 43,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,729,599,82.17%
2,714,615,86.13%
3,649,567,87.37%
4,850,747,87.88%
5,810,674,83.21%
6,735,637,86.67%
7,503,416,82.70%
8,585,512,87.52%
9,833,698,83.79%
10,824,741,89.93%
11,633,546,86.26%
12,475,420,88.42%
13,692,587,84.83%
14,757,657,86.79%
15,736,643,87.36%
16,800,666,83.25%
17,578,530,91.70%
18,733,633,86.36%
19,766,660,86.16%
20,750,630,84.00%
21,798,652,81.70%
22,698,595,85.24%
23,611,520,85.11%
24,726,535,73.69%
25,602,516,85.71%
26,481,397,82.54%
27,476,409,85.92%
28,897,810,90.30%
29,671,549,81.82%
30,795,689,86.67%
31,766,665,86.81%
32,721,635,88.07%
33,785,675,85.99%
34,502,469,93.43%
35,881,737,83.65%
36,423,340,80.38%
37,786,666,84.73%
38,718,575,80.08%
39,646,538,83.28%
40,594,481,80.98%
41,893,774,86.67%
42,727,604,83.08%
43,793,688,86.76%
44,725,612,84.41%
Total,"30,867","26,309",85.23%
,,,
Ward 44,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,748,685,91.58%
2,796,679,85.30%
3,716,640,89.39%
4,698,582,83.38%
5,705,633,89.79%
6,877,790,90.08%
7,542,471,86.90%
8,832,739,88.82%
9,687,608,88.50%
10,796,653,82.04%
11,760,657,86.45%
12,742,685,92.32%
13,636,498,78.30%
14,645,566,87.75%
15,715,614,85.87%
16,788,697,88.45%
17,876,799,91.21%
18,832,689,82.81%
19,780,695,89.10%
20,700,598,85.43%
21,822,737,89.66%
22,705,648,91.91%
23,732,636,86.89%
24,541,487,90.02%
25,708,623,87.99%
26,736,624,84.78%
27,803,711,88.54%
28,777,650,83.66%
29,788,721,91.50%
30,804,715,88.93%
31,669,577,86.25%
32,840,707,84.17%
33,678,618,91.15%
34,772,683,88.47%
35,809,736,90.98%
36,765,688,89.93%
37,743,666,89.64%
38,746,639,85.66%
39,677,597,88.18%
40,666,603,90.54%
41,784,716,91.33%
Total,"30,436","26,760",87.92%
,,,
Ward 45,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,493,381,77.28%
2,546,410,75.09%
3,541,418,77.26%
4,714,558,78.15%
5,669,509,76.08%
6,723,567,78.42%
7,798,618,77.44%
8,689,506,73.44%
9,725,509,70.21%
10,706,471,66.71%
11,555,364,65.59%
12,652,417,63.96%
13,568,419,73.77%
14,850,597,70.24%
15,801,602,75.16%
16,660,455,68.94%
17,751,520,69.24%
18,768,507,66.02%
19,751,508,67.64%
20,755,506,67.02%
21,779,566,72.66%
22,781,532,68.12%
23,716,495,69.13%
24,724,508,70.17%
25,693,451,65.08%
26,689,481,69.81%
27,731,477,65.25%
28,735,503,68.44%
29,724,494,68.23%
30,601,396,65.89%
31,553,395,71.43%
32,659,419,63.58%
33,462,323,69.91%
34,711,463,65.12%
35,719,532,73.99%
36,696,491,70.55%
37,642,439,68.38%
38,695,445,64.03%
39,702,447,63.68%
40,677,467,68.98%
41,624,439,70.35%
42,637,461,72.37%
43,684,478,69.88%
44,673,479,71.17%
Total,"30,022","21,023",70.03%
,,,
Ward 46,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,700,481,68.71%
2,640,562,87.81%
3,779,696,89.35%
4,666,506,75.98%
5,738,668,90.51%
6,609,483,79.31%
7,761,670,88.04%
8,710,464,65.35%
9,664,584,87.95%
10,808,714,88.37%
11,714,571,79.97%
12,669,563,84.16%
13,710,615,86.62%
14,742,700,94.34%
15,786,665,84.61%
16,714,597,83.61%
17,818,668,81.66%
18,691,660,95.51%
19,429,399,93.01%
20,733,549,74.90%
21,584,480,82.19%
22,656,479,73.02%
23,740,517,69.86%
24,739,629,85.12%
25,684,573,83.77%
26,660,552,83.64%
27,792,667,84.22%
28,682,594,87.10%
29,649,491,75.65%
30,691,598,86.54%
31,741,648,87.45%
32,732,636,86.89%
33,754,717,95.09%
34,776,654,84.28%
35,815,727,89.20%
36,650,566,87.08%
37,599,471,78.63%
38,738,663,89.84%
39,651,559,85.87%
40,650,518,79.69%
Total,"28,064","23,554",83.93%
,,,
Ward 47,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,500,400,80.00%
2,748,629,84.09%
3,709,585,82.51%
4,783,672,85.82%
5,713,621,87.10%
6,745,629,84.43%
7,690,546,79.13%
8,714,627,87.82%
9,642,525,81.78%
10,772,666,86.27%
11,656,559,85.21%
12,689,590,85.63%
13,662,560,84.59%
14,654,539,82.42%
15,742,651,87.74%
16,672,545,81.10%
17,657,529,80.52%
18,664,544,81.93%
19,787,627,79.67%
20,652,556,85.28%
21,676,555,82.10%
22,674,591,87.69%
23,745,613,82.28%
24,682,588,86.22%
25,711,549,77.22%
26,691,604,87.41%
27,662,569,85.95%
28,676,554,81.95%
29,723,594,82.16%
30,712,619,86.94%
31,686,572,83.38%
32,726,622,85.67%
33,660,580,87.88%
34,682,593,86.95%
35,669,554,82.81%
36,688,614,89.24%
37,701,624,89.02%
38,647,550,85.01%
39,693,585,84.42%
40,643,581,90.36%
41,709,630,88.86%
42,656,560,85.37%
43,668,552,82.63%
44,730,601,82.33%
45,693,590,85.14%
46,697,586,84.07%
47,736,629,85.46%
48,75,66,88.00%
Total,"32,562","27,525",84.53%
,,,
Ward 48,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,640,499,77.97%
2,322,262,81.37%
3,750,646,86.13%
4,604,479,79.30%
5,383,341,89.03%
6,740,639,86.35%
7,659,552,83.76%
8,413,319,77.24%
9,478,419,87.66%
10,801,683,85.27%
11,561,461,82.17%
12,793,662,83.48%
13,864,732,84.72%
14,397,339,85.39%
15,502,370,73.71%
16,705,596,84.54%
17,629,552,87.76%
18,651,489,75.12%
19,508,372,73.23%
20,733,581,79.26%
21,868,705,81.22%
22,555,479,86.31%
23,588,482,81.97%
24,776,593,76.42%
25,560,495,88.39%
26,410,314,76.59%
27,557,470,84.38%
28,929,780,83.96%
29,307,284,92.51%
30,555,490,88.29%
31,963,742,77.05%
32,585,526,89.91%
33,375,323,86.13%
34,559,490,87.66%
35,739,490,66.31%
36,382,347,90.84%
37,702,515,73.36%
38,630,540,85.71%
39,561,494,88.06%
40,570,483,84.74%
41,759,661,87.09%
42,757,614,81.11%
43,801,633,79.03%
44,732,634,86.61%
45,464,413,89.01%
46,461,374,81.13%
Total,"28,278","23,364",82.62%
,,,
Ward 49,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,646,503,77.86%
2,464,389,83.84%
3,783,605,77.27%
4,872,659,75.57%
5,773,571,73.87%
6,685,560,81.75%
7,560,463,82.68%
8,597,471,78.89%
9,703,622,88.48%
10,665,553,83.16%
11,804,668,83.08%
12,819,686,83.76%
13,794,660,83.12%
14,682,530,77.71%
15,587,432,73.59%
16,737,487,66.08%
17,637,538,84.46%
18,822,696,84.67%
19,660,539,81.67%
20,924,771,83.44%
21,528,371,70.27%
22,784,589,75.13%
23,768,603,78.52%
24,677,550,81.24%
25,834,721,86.45%
26,794,646,81.36%
27,835,671,80.36%
28,817,639,78.21%
29,791,659,83.31%
30,765,612,80.00%
31,583,468,80.27%
32,707,574,81.19%
33,602,504,83.72%
Total,"23,699","19,010",80.21%
,,,
Ward 50,,,
Precinct,Registered Voters,Ballots Cast,Turnout
1,639,486,76.06%
2,474,320,67.51%
3,630,458,72.70%
4,730,533,73.01%
5,572,428,74.83%
6,761,527,69.25%
7,679,556,81.89%
8,584,463,79.28%
9,596,376,63.09%
10,769,497,64.63%
11,498,390,78.31%
12,286,219,76.57%
13,822,525,63.87%
14,203,173,85.22%
15,671,544,81.07%
16,193,187,96.89%
17,737,442,59.97%
18,139,119,85.61%
19,523,316,60.42%
20,687,473,68.85%
21,580,417,71.90%
22,632,438,69.30%
23,583,354,60.72%
24,727,475,65.34%
25,734,474,64.58%
26,806,503,62.41%
27,187,147,78.61%
28,811,639,78.79%
29,687,426,62.01%
30,559,350,62.61%
31,808,501,62.00%
32,786,524,66.67%
33,544,428,78.68%
34,752,563,74.87%
35,702,541,77.07%
36,584,440,75.34%
37,605,447,73.88%
38,225,219,97.33%
39,587,381,64.91%
40,715,531,74.27%
Total,"23,807","16,830",70.69%
